UnixTime,103,104,105,10D,10E,202,20E,50B
494,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
495,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
496,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
497,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
498,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
499,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
500,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
501,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
502,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
503,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
504,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
505,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
506,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
507,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
508,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
509,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
510,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
511,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
512,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
513,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
514,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
515,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
516,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
517,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
518,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
519,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
520,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
521,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
522,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
523,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
524,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
525,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
526,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
527,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
528,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
529,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
530,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
531,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
532,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
533,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
534,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
535,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
536,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
537,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
538,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
539,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
540,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
541,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
542,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
543,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
544,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
545,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
546,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
547,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
548,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
549,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
550,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
551,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
552,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
553,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
554,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
555,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
556,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
557,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
558,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
559,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
560,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
561,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
562,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
563,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
564,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
565,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
566,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
567,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
568,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
569,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
570,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
571,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
572,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
573,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
574,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
575,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
576,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
577,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
578,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
579,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
580,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
581,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
582,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
583,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
584,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
585,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
586,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
587,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
588,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
589,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
590,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
591,平飞,平飞,平飞,平飞,上升飞行,平飞,静止,平飞
592,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
593,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
594,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
595,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
596,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
597,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
598,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
599,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
600,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
601,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
602,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
603,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
604,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
605,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
606,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
607,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
608,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
609,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
610,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
611,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
612,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
613,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
614,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
615,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
616,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
617,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
618,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
619,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
620,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
621,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
622,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
623,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
624,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
625,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
626,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
627,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
628,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
629,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
630,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
631,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
632,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
633,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
634,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
635,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
636,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
637,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
638,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
639,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
640,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
641,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
642,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
643,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
644,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
645,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
646,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
647,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
648,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
649,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
650,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
651,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
652,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
653,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
654,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
655,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
656,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
657,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
658,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
659,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
660,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
661,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
662,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
663,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
664,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
665,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
666,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
667,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
668,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
669,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
670,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
671,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
672,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
673,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
674,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
675,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
676,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
677,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
678,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
679,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
680,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
681,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
682,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
683,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
684,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
685,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
686,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
687,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
688,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
689,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
690,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
691,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
692,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
693,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
694,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
695,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
696,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
697,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
698,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
699,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
700,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
701,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
702,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
703,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
704,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
705,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
706,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
707,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
708,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
709,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
710,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
711,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
712,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
713,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
714,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
715,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
716,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
717,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
718,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
719,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
720,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
721,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
722,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
723,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
724,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
725,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
726,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
727,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
728,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
729,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
730,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
731,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
732,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
733,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
734,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
735,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
736,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
737,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
738,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
739,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
740,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
741,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
742,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
743,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
744,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
745,平飞,平飞,平飞,平飞,平飞,平飞,静止,平飞
746,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
747,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
748,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
749,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
750,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
751,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
